Time,L,F,SD
2,0.949816,0.141269413815178,0.256923856706117
2.00521052631579,0.960863911769586,0.153305830024216,0.342281462356451
2.01042105263158,0.97263484915039,0.752304959749022,0.296430258888202
2.01563157894737,0.984396880605226,0.883962185192212,0.352654070900429
2.02084210526316,0.996169237003015,1.42086762533028,0.322516841997142
2.02605263157895,1.00795297130674,2.32093926304734,0.522838652410293
2.03126315789474,1.01969035750959,2.79781834260501,0.426671940137175
2.03647368421053,1.03144501920409,3.74288653709566,0.637128270763026
2.04168421052632,1.04324061008677,4.97059884017429,0.914587071202633
2.04689473684211,1.05501342845258,6.38827226886622,1.19576899627551
2.05210526315789,1.06675756761524,8.15538341776493,1.40577715183948
2.05731578947368,1.07853860911746,10.3768772203504,1.64184408590802
2.06252631578947,1.09027703117632,12.5167686546476,1.90559250069325
2.06773684210526,1.10203849279179,15.5236612584506,2.21802946213322
2.07294736842105,1.11378352768754,19.2416158224057,2.51766706435404
2.07815789473684,1.1255476532552,22.9569582799834,3.13117115088413
2.08336842105263,1.13728933656439,27.6959049040447,3.49550450616488
2.08857894736842,1.14903815431778,32.3687004262162,4.10638479066429
2.09378947368421,1.16077176503884,38.8166613997845,4.7263555047672
2.099,1.172516,45.257374774556,5.38756996480249
2.1,1.174766,46.3574258567208,5.64676515100323
2.10842278543128,1.175502,40.050503833449,5.15733598768049
2.11755500400677,1.17548973085834,37.2002511460387,4.95576861421395
2.12745640975799,1.17547012937227,35.8918062383569,4.70219365031312
2.13819178967031,1.17548173189821,34.3731845076345,4.84793698490737
2.14983138759788,1.17549629751922,33.2733950218127,4.53037850224615
2.16245136388396,1.17548324408303,32.1356827402308,4.57040759219509
2.17613429369409,1.17548364466759,31.1454127650342,4.35848128950597
2.19096970732284,1.17548603581632,30.4295077970064,4.21475637221972
2.20705467600938,1.17547734650312,29.8575094395528,4.27506987051946
2.22449444709507,1.17547800146911,29.5459077347383,4.01140316205827
2.24340313267902,1.17547698056407,28.5156552933182,4.03823562243923
2.26390445627758,1.17549160369173,27.6008739107041,4.0873448669426
2.28613256237342,1.17549165279689,27.0983570080636,3.96230884573432
2.31023289415115,1.17548420494984,26.6538981013041,3.93670931269107
2.33636314516274,1.175494325201,26.2427412105921,3.89894003182859
2.36469429114969,1.175488,25.2621982691616,3.71805239494437
2.39541170877335,1.17547234113986,24.9182118820816,3.67568731833365
2.42871638857347,1.17548891085223,24.5272480948528,3.58507041552219
2.46482625009174,1.17548086735453,24.1571626284376,3.59151361979964
2.50397756776522,1.1754959816953,23.2143367541982,3.64877900589274
2.54642651691985,1.17548435069098,22.7774125737106,3.51931725203976
2.59245084997961,1.17548854616952,22.2414299984886,3.35935184340562
2.64235171385917,1.17549,21.8807076320362,3.36970133280277
2.69645562043166,1.17548248919269,20.9937549919171,3.41034485903563
2.75511658296469,1.17548310197032,20.8484554219077,3.2331118479887
2.81871843250379,1.17549,20.340343035525,3.24565706366157
2.8876773293599,1.17547969497213,19.8707931784528,3.25184908942312
2.96244448613398,1.17548906773367,19.0890950260142,3.1275963850533
3.0435091200962,1.17550592466335,18.7896724396627,3.11880180548982
3.13140165423771,1.175484,18.3695863815674,3.11845998146428
3.22669718794007,1.1754786878412,17.8170397972005,3.07956403164984
3.33001925997178,1.17549598539076,17.251189839456,3.14443903422352
3.44204392843386,1.17548497279593,16.782197359054,2.96658656992563
3.5635041943506,1.17548596616608,16.2813997266219,2.82141553225717
3.69519479784977,1.17548471928185,15.9934497526269,2.83512105224345
3.83797741831483,1.17548204747958,15.2170321778446,2.67280950646866
3.99278631253481,1.17548758255771,15.0812024761932,2.72123497435718
4.16063442774348,1.1754837798231,14.5679447527037,2.75179452876273
4.34262002954661,1.17548825739988,14.1521301188914,2.58867979043579
4.53993388810544,1.17548484302984,13.9723586024406,2.5353127691331
4.75386706959685,1.17549355752115,13.2804989283234,2.54621509974066
4.9858193839316,1.17548697192577,12.6863275473613,2.48375856783685
5.23730854400563,1.17549837927043,12.5149746801809,2.3008826507505
5.50998009641563,1.17549998554672,12.2446024999775,2.42327806418415
5.80561818861725,1.17549656483126,11.9291377413681,2.34437583869582
6.12615724297813,1.17548977903534,11.7585753710425,2.30465176021743
6.47369461411128,1.1754863646846,11.2380588327434,2.19764778528854
6.85050431230847,1.17548595798163,10.8479575473975,2.17485381527217
7.25905188286905,1.17548424053941,10.3676959574938,2.15771135574229
7.70201053868265,1.17547400788423,10.0959009953001,2.15576851125574
8.1822786516247,1.17548302694254,9.91436075098833,2.19274802583713
8.7029987172147,1.17548997828367,9.6505840043368,2.11677701882662
9.26757791662694,1.17548249908688,9.50324471198067,2.04771429309084
9.87971041059531,1.1754801155932,9.54072685784751,2.09731961179342
10.5434015110858,1.17546402230422,8.99913548995006,2.00936807884052
11.262993888897,1.17547799466606,8.64088207398119,1.76418897693782
12.0431959886711,1.17548804292214,8.66540433683601,2.01669444631164
12.8891128372395,1.17548781720243,8.24753402008597,1.93657903039387
13.8062794468898,1.17548870345701,8.32761422609546,1.84982105024276
14.8006970321183,1.17548925220753,8.0963062207821,1.77812110956695
15.8788722768415,1.175492,7.82852775612467,1.79697177608818
17.0478599090008,1.17549404084844,8.17762779164586,1.80463395896069
18.3153088611352,1.17548542648685,7.95637223264498,1.84187355854697
19.6895123189587,1.175468,7.9259997872281,1.80004072051501
21.1794619854239,1.17549424062953,7.41141731087144,1.82253755226675
22.7949069153295,1.17549642875183,7.31086103162744,1.75225320626442
24.5464173054415,1.17548170794913,7.22511543919009,1.75723402432176
